batch_id,bo_code,NI_D,CC_E,ec,peg,CaCl2,sensitivity,delta_t_raw,reversibility,first_delta_e,r_square,weighted
0,CMS-20230329-102753,2.7,17.5,47.5,12.5,7.0,11.191908930292161,-153.025,0.9733401941521964,1.5177318171222438,0.8798094139742874,0.17170583084163227
0,CMS-20230329-102753,3.4000000000000004,41.5,19.5,3.5,21.5,6.768992310071833,-121.45,0.8428599152262426,1.3154123876818424,0.6106127728202226,0.042993767465360745
0,CMS-20230329-102753,19.700000000000003,7.5,23.0,31.0,8.5,7.434539358626602,-139.35000000000002,0.9431436577852981,1.502800400807049,0.9300121657102033,0.150560103769375
0,CMS-20230329-102753,25.400000000000002,3.5,26.0,32.0,5.5,4.040583112476644,-112.64999999999999,0.7888315471851473,0.9844576757563387,0.8737851274039282,0.11452183669128879
0,CMS-20230329-102753,16.3,10.5,64.5,6.0,2.0,7.485270321410011,-126.69999999999999,0.9409523085497855,2.338810585365623,0.8779190523567895,0.21838853554823903
0,CMS-20230329-102753,1.2000000000000002,9.0,26.0,7.0,4.0,7.991485646987941,-141.32500000000002,0.9571986039368003,1.38495705455234,0.9130706343094495,0.19960652399701406
0,CMS-20230329-102753,5.9,75.0,2.5,13.0,0.5,9.034685805415371,-159.67499999999998,0.961471018232247,7.566310091132849,0.7538085766662167,0.274485065120066
0,CMS-20230329-102753,19.3,47.0,16.0,6.0,3.5,6.497058816950327,-146.075,0.943075489595123,5.716286152493495,0.7382073496312658,0.19548457061944602
0,CMS-20230329-102753,24.900000000000002,6.5,25.0,4.0,29.0,2.8193866577181033,-88.65,0.7962727708616079,1.4269903742763506,0.5663921427047328,0.014031787608818212
0,CMS-20230329-102753,3.8000000000000003,10.0,49.0,25.0,4.5,9.285524076022984,-139.3,0.9591300268964882,1.7743486220015918,0.9314220646255935,0.21797699499460566
0,CMS-20230329-102753,30.200000000000003,17.5,3.0,35.0,5.5,5.111517921754347,-148.625,0.8640298583709264,1.7581930926042393,0.8806117682216982,0.14055676039920548
0,CMS-20230329-102753,34.300000000000004,17.0,4.0,13.5,16.5,2.6903207322394747,-130.825,0.8249938440773306,2.022479471480299,0.7116930925496463,0.03354350534429428
0,CMS-20230329-102753,0.6000000000000001,24.0,3.0,19.0,43.0,1.3540091230597007,-133.625,0.7094840063199765,1.3777793611995526,0.8819302181210114,0.0277422647916721
0,CMS-20230329-102753,8.9,32.5,40.5,5.5,9.0,8.03901991820005,-139.25,0.9466818186502715,3.454176778646025,0.7468277401390189,0.14109468105290154
0,CMS-20230329-102753,10.4,7.0,7.0,22.5,32.0,4.132288625814687,-135.8,0.7989045988458565,1.7457808127578036,0.784705691947196,0.07793972792695117
0,CMS-20230329-102753,14.200000000000001,34.0,16.0,11.5,23.0,2.961162713761624,-130.75,0.8682148832896995,1.3035625833638904,0.75240511871671,0.038274589033319394
0,CMS-20230329-102753,39.900000000000006,14.5,10.0,2.0,13.0,3.0555220923647424,-98.425,0.8682885948182517,0.8266188634858903,0.5878715900579327,0.01533556459450385
0,CMS-20230329-102753,4.5,23.0,8.5,22.0,31.5,1.8615160932984458,-157.1,0.7702902762472947,1.819240170281286,0.8513956294530056,0.034587194290414035
0,CMS-20230329-102753,1.3,16.5,5.5,13.5,62.5,0.7641088711462113,-84.92500000000001,0.5616992722851397,1.1707557949172127,0.9431724628501152,0.007813827532913153
0,CMS-20230329-102753,8.3,3.0,47.0,17.5,7.5,10.313118166278045,-173.5,0.9689917605003495,1.5224592838491544,0.9371049482073561,0.14880733134330704
0,CMS-20230329-102753,5.6000000000000005,6.5,19.0,54.5,0.5,0.2208842584108195,-27.55,0.47986584082030753,1.1130696996075713,0.8217387817344461,0.007194710508675044
0,CMS-20230329-102753,26.0,10.5,0.5,30.0,5.5,5.881655647797768,-162.42499999999998,0.9206119805779336,0.9762561271542164,0.8755963381561911,0.1172306385312229
0,CMS-20230329-102753,13.700000000000001,2.0,1.0,19.5,56.0,0.9844313729211174,-59.849999999999994,0.49927353409268926,1.442879144405012,0.5911684955751884,0.0014325348496637793
0,CMS-20230329-102753,0.4,8.5,31.0,27.0,20.0,5.388954095643065,-173.2,0.8860987236724266,1.805501760337547,0.8140723785064022,0.08572708194911274
0,CMS-20230329-102753,22.6,2.0,15.0,46.5,12.5,0.29106523157062814,-34.375,0.458157237851294,1.1000499415987854,0.8971212645746562,0.0055858388172375685
0,CMS-20230329-102753,27.200000000000003,6.0,4.0,25.0,34.0,4.153358863951696,-95.525,0.8597439987912137,2.0679564613066987,0.8100681316512018,0.1162370777380646
0,CMS-20230329-102753,2.3000000000000003,47.5,15.0,0.5,4.5,9.243997007016386,-143.64999999999998,0.9551126958652708,3.2363701990143183,0.7588079595046686,0.14259807862140006
0,CMS-20230329-102753,11.100000000000001,1.0,3.5,38.0,38.5,0.1255315974617053,-20.05,0.2216928040376389,0.701030964924946,0.6412674984725357,0.00039770853930134
0,CMS-20230329-102753,3.5,7.0,0.0,6.5,49.0,1.3868034962609892,-103.92500000000001,0.7239794868076566,1.212359269381497,0.7403873973932439,0.01611108959956464
0,CMS-20230329-102753,61.5,1.0,22.0,11.0,1.0,0.44438904277041913,-47.275000000000006,0.5449313512084935,1.4469384861993992,0.8499489435003416,0.0151909772828617
0,CMS-20230329-102753,6.300000000000001,7.0,23.0,37.5,6.0,9.03751303891969,-168.275,0.9605259773232201,1.7960986607037703,0.9557985738635687,0.17053536966168684
0,CMS-20230329-102753,71.10000000000001,1.0,5.0,2.5,6.5,3.0609074555528526,-86.57499999999999,0.8656278252916249,2.80402611898695,0.7652630335712407,0.064129711074473
0,CMS-20230329-102753,12.0,24.5,49.5,0.0,10.5,9.276862276677939,-127.02499999999999,0.9044787012233617,2.769871845737227,0.7275876975260784,0.12043800101938111
0,CMS-20230329-102753,7.800000000000001,47.5,14.5,3.5,6.5,8.998986480023182,-134.6,0.9656150870614718,2.726435727782464,0.7095789992068954,0.10069677297623268
0,CMS-20230329-102753,6.7,40.5,2.0,27.5,21.0,2.504370536130847,-147.35,0.7967002516260226,1.8210178329282298,0.8968682434631166,0.0647841513388171
0,CMS-20230329-102753,15.8,11.0,35.5,33.0,3.5,7.922220302509871,-159.5,0.9452596263455506,1.8117385046583951,0.9513932246732469,0.1728610555523609
0,CMS-20230329-102753,6.1000000000000005,27.5,7.0,35.0,17.5,4.708604066891745,-137.25,0.8577769568698999,1.698549205754015,0.8454534467625604,0.10277810688828867
0,CMS-20230329-102753,36.800000000000004,54.5,1.0,1.0,3.5,6.20787204310774,-158.575,0.8803744716408805,2.0838512637677975,0.7463872241953546,0.0844505439664305
0,CMS-20230329-102753,1.4000000000000001,10.0,5.0,13.0,65.0,0.8174193776491138,-96.55000000000001,0.5894647022253832,1.4910354183245105,0.9013762111500243,0.010437565546087567
0,CMS-20230329-102753,8.0,45.5,18.0,6.0,16.5,7.4298629496037005,-138.70000000000002,0.9365937948326949,3.1935893477667787,0.7091370211403287,0.09302796843717899
0,CMS-20230329-102753,11.5,15.5,4.5,35.5,13.5,4.370156205489731,-134.0,0.8790826566126769,1.4697578025669071,0.8026169955876687,0.09300204337317879
0,CMS-20230329-102753,46.6,2.5,15.0,29.0,5.0,0.9545581278278072,-49.725,0.5390100217575486,1.0664554723774908,0.7135152701079333,0.02634767711399534
0,CMS-20230329-102753,19.8,16.5,11.5,41.5,10.5,6.590284137010524,-148.525,0.9447934134213613,1.3275864490905738,0.88972365839362,0.16964209265463306
0,CMS-20230329-102753,28.400000000000002,17.5,21.5,10.5,15.0,3.468757342590916,-124.875,0.8614732043115285,1.7826437011451224,0.7251749787521624,0.04725371960400662
0,CMS-20230329-102753,4.0,25.0,14.5,12.5,6.5,11.838502719490837,-140.525,0.9777731079333797,2.2595241556295154,0.859950749631704,0.20228162901155206
0,CMS-20230329-102753,10.100000000000001,28.0,3.5,16.5,13.0,6.1633347871419195,-158.15,0.9524735343078211,1.7057215007517914,0.790173158369557,0.10139327859554675
0,CMS-20230329-102753,0.4,26.0,7.5,63.5,1.5,5.9887442995454485,-124.125,0.9224385324856101,2.104282289636819,0.94153351178231,0.2001106322297687
0,CMS-20230329-102753,27.1,19.0,5.0,29.0,10.5,4.146830290512326,-134.05,0.8913147026060593,1.322782747960996,0.837708994060675,0.10231988196420978
0,CMS-20230329-102753,7.800000000000001,16.5,1.5,16.0,40.5,0.9779299336145105,-115.275,0.6288235426672701,1.084659582559814,0.9302540021039197,0.016556475279894265
0,CMS-20230329-102753,13.700000000000001,24.5,1.0,35.0,0.0,6.431224990095037,-190.85000000000002,0.8724577621275618,2.832939739805862,0.9007542823923101,0.1337695538032248
0,CMS-20230329-102753,7.800000000000001,3.5,27.5,42.0,11.5,4.724004553117121,-123.25,0.886375336053284,1.8478240089031797,0.9332728440310242,0.1364452487417171
0,CMS-20230329-102753,22.1,9.5,22.5,15.5,20.0,4.583626882274098,-132.25,0.8798703593478947,1.60892281221494,0.7484272038625379,0.06957559343481763
0,CMS-20230329-102753,23.1,0.5,8.5,14.0,9.0,1.810811290720126,-100.625,0.8514409339702897,0.9301973164996404,0.9082421898051442,0.047373714907513034
0,CMS-20230329-102753,64.60000000000001,10.0,1.5,2.5,8.0,2.6846967712027228,-76.6,0.8324956622543163,1.1085606807024282,0.5389952078423679,0.010305851014489078
0,CMS-20230329-102753,22.900000000000002,8.0,25.0,16.5,7.5,8.664643787409837,-164.0,0.9624423332036423,1.5493907195427918,0.8869503214920668,0.15391081510268004
0,CMS-20230329-102753,28.1,11.0,23.5,9.5,12.5,4.951657310051084,-141.775,0.9169889135944143,1.9464210834579958,0.7370411153868052,0.08035930720936316
0,CMS-20230329-102753,8.8,17.0,4.5,29.5,17.0,3.3685742707742867,-151.79999999999998,0.8146105825383876,2.290806726112311,0.7567723058115438,0.05476784482607251
0,CMS-20230329-102753,27.0,16.0,22.5,15.0,7.5,8.42867497427367,-151.95,0.9557909502376516,1.3714927798773886,0.8738650390519984,0.16118040089590446
0,CMS-20230329-102753,43.300000000000004,11.0,3.5,12.5,15.0,3.0874477832277893,-113.9,0.8405455212053764,1.3981982769208632,0.7753225832796837,0.05147073668155883
0,CMS-20230329-102753,22.400000000000002,1.5,40.5,31.0,1.0,2.266078625467843,-104.65,0.8751580398710801,2.548154451384881,0.8674146141146967,0.07595565086078761
0,CMS-20230329-102753,15.600000000000001,0.5,8.0,14.0,4.5,1.0701297437557247,-65.5,0.7503135885581337,1.5488736981146536,0.900881095018231,0.03519708827494947
0,CMS-20230329-102753,0.1,5.0,46.0,17.0,0.0,5.366721392049384,-153.975,0.9594759552488596,1.8072072555974221,0.9321946601176414,0.15226361900714974
0,CMS-20230329-102753,3.0,32.0,28.0,34.5,1.0,5.203746051520962,-197.6,0.8357426679596549,3.390347692947193,0.9122244020299828,0.12350592105982414
0,CMS-20230329-102753,10.0,10.0,20.0,5.0,5.0,7.12158936788566,-126.80000000000001,0.9555553231028184,1.0054545426578694,0.8117417496448125,0.12437405872223246
1,CMS-20230329-102753,56.5,43.5,0.0,0.0,0.0,6.191663161498706,-112.25,0.5507571161276051,2.5493064292652514,0.6974226735089132,0.1466339368930558
1,CMS-20230329-102753,0.0,83.0,0.0,17.0,0.0,3.693284887090044,-120.675,0.7314433085505263,2.2139499438733776,0.8682984211074081,0.10752188763214099
1,CMS-20230329-102753,0.0,85.0,5.5,9.0,0.0,6.3261614599737275,-137.475,0.8589255065790393,1.84494508622066,0.8752406132493219,0.15014701530556235
1,CMS-20230329-102753,0.0,87.0,0.0,6.0,7.5,7.617335942254474,-130.625,0.5767675757876487,2.907587541663079,0.8628111968988788,0.1522078116290115
1,CMS-20230329-102753,0.0,68.0,0.0,32.0,0.0,4.479673098760413,-61.1,0.352759331124565,2.779919662857273,0.443216336291082,0.1608839912737212
1,CMS-20230329-102753,0.0,90.0,10.0,0.0,0.0,6.08849055555059,-124.42500000000001,0.6342069854182744,2.035247051355717,0.7494287210197921,0.10712144425312181
1,CMS-20230329-102753,0.0,85.0,0.0,0.0,15.0,5.291916331308783,-102.25,0.5962748014679942,2.2074705844911806,0.6411328129380037,0.11425461330538614
1,CMS-20230329-102753,6.5,92.5,1.0,0.0,0.0,6.428182188422065,-96.125,0.6134869622638606,2.2672641742686164,0.7700362429108907,0.14896173881702712
1,CMS-20230329-102753,8.1,85.0,7.0,0.0,0.0,9.022442098771387,-118.075,0.583278466082932,3.544093192050074,0.6819241605648435,0.1439512974060882
1,CMS-20230329-102753,0.0,100.0,0.0,0.0,0.0,3.2763226031957853,-127.25,0.6306671863296932,1.605678541850312,0.9034587609278496,0.09640849178187773
1,CMS-20230329-102753,0.0,61.0,0.0,39.0,0.0,8.12624784113904,-142.325,0.7652946326472391,4.361949163387739,0.9059397340786821,0.1476668392951846
1,CMS-20230329-102753,0.0,61.0,7.0,32.0,0.0,2.9617995736349183,-104.9,0.6610785241233452,1.2570619047152023,0.8100974477982925,0.08499998659416419
1,CMS-20230329-102753,0.0,54.0,0.0,46.0,0.0,7.1779925523910455,-129.125,0.6308295214365154,3.1093857515311925,0.8205296189805015,0.13787814763571402
1,CMS-20230329-102753,15.100000000000001,85.0,0.0,0.0,0.0,4.856924934261693,-82.025,0.13950397852468996,3.338869770037769,0.6817825408411673,0.05700608503629032
1,CMS-20230329-102753,7.1000000000000005,61.0,0.0,32.0,0.0,5.452495726080722,-139.1,0.7748619916599038,2.747013324219851,0.8932293944400144,0.13842469287846473
1,CMS-20230329-102753,0.0,0.0,0.0,100.0,0.0,4.616841487671435,-95.92500000000001,0.7415321751685501,2.017884847351847,0.7912662450005782,0.07377388282003391
1,CMS-20230329-102753,11.8,64.5,0.0,24.0,0.0,4.950176992552143,-123.45,0.6298726859534793,1.7385689946308007,0.666155811335186,0.07269382309385891
1,CMS-20230329-102753,0.0,0.0,7.0,93.0,0.0,4.844469732881089,-104.875,0.6589523473076528,1.8147566983696586,0.8738017166553076,0.13972532584164418
1,CMS-20230329-102753,0.0,0.0,0.0,93.0,7.0,8.763877380939274,-189.175,0.8190862709607581,4.326308819978479,0.9277655857068936,0.14428954868432498
1,CMS-20230329-102753,0.0,83.0,17.0,0.0,0.0,6.0432705249405,-117.975,0.642069700501079,2.573724374568763,0.719676679507234,0.15186486306350494
1,CMS-20230329-102753,7.1000000000000005,0.0,0.0,93.0,0.0,9.294334318349984,-170.35000000000002,0.7639721580894145,4.5093901739410684,0.9073723276273453,0.16979420180601412
1,CMS-20230329-102753,0.0,7.0,0.0,93.0,0.0,2.298142040273596,-101.97500000000001,0.5223166957632419,1.8386687700580977,0.5830225081343294,0.05838598087713819
1,CMS-20230329-102753,5.1000000000000005,63.5,7.5,24.0,0.0,7.132333985786864,-150.175,0.8973309009105708,2.932995346641709,0.8639906643477875,0.17631910844110388
1,CMS-20230329-102753,0.0,0.0,14.0,86.0,0.0,5.641409931548671,-138.125,0.8069143791117507,2.628874092701983,0.866708027301046,0.13592749560270725
1,CMS-20230329-102753,0.0,67.0,0.0,0.0,33.0,2.859734140406713,-105.7,0.5545260751859213,1.2605080923268426,0.6769052336866286,0.04448251928414803
1,CMS-20230329-102753,0.0,61.0,0.0,32.0,7.0,3.828488457382668,-145.95,0.7862852201699541,1.5324638126349748,0.9267996670142838,0.08495158544334887
1,CMS-20230329-102753,7.1000000000000005,54.0,0.0,39.0,0.0,1.9919130866643202,-110.25,0.5267787255174392,1.3369677428676647,0.8644534017375836,0.04579909151116152
1,CMS-20230329-102753,0.0,0.0,0.0,86.0,14.0,5.604037691176419,-107.575,0.6598621268406335,1.370382745454268,0.8176374360910597,0.13425963821910603
1,CMS-20230329-102753,0.0,59.5,14.5,26.0,0.0,5.961875877478604,-99.6,0.6007240749302658,3.106597061584237,0.760359027217536,0.11246207122499385
1,CMS-20230329-102753,0.0,46.5,0.0,53.5,0.0,3.696105372256385,-157.7,0.7829808074664628,1.073115828207925,0.9273591412441395,0.08220377197456091
1,CMS-20230329-102753,0.0,62.5,0.0,24.5,13.5,3.2754267171565488,-72.775,0.4203651077578907,2.7562148296083544,0.6651198452795374,0.10596208110593264
1,CMS-20230329-102753,0.0,21.0,0.0,79.0,0.0,6.096576398799925,-131.325,0.6152653673535442,3.5515502184299956,0.8211448873510548,0.22311059564976493
1,CMS-20230329-102753,17.3,64.0,18.5,0.0,0.0,6.805565597308946,-137.55,0.752385563529691,1.8923662611762007,0.8700261548167089,0.09885292396327602
1,CMS-20230329-102753,34.7,35.0,0.0,0.0,30.0,5.40104492658673,-117.725,0.5899625675196623,2.200516513220634,0.9045462083351541,0.1444559055249691
1,CMS-20230329-102753,17.2,35.0,2.5,0.0,45.5,5.523515144566001,-137.27499999999998,0.688195889865244,3.457029000853129,0.8192684322981044,0.11950628776602856
1,CMS-20230329-102753,0.0,70.0,14.5,10.5,5.0,4.624239045829134,-80.69999999999999,0.44049858583342116,2.186810250698454,0.691650466932613,0.11168612557836774
1,CMS-20230329-102753,41.0,23.0,18.5,17.5,0.0,1.3077123042049066,-47.3,0.05339831205502854,1.5871412337932407,0.4048475709749456,0.04193421269609223
1,CMS-20230329-102753,4.2,27.0,0.0,8.0,60.5,5.65964522932135,-136.75,0.6667921320381476,2.5362642222805243,0.7625062739878112,0.10556443512386271
1,CMS-20230329-102753,22.8,5.5,12.0,15.0,44.5,1.0524171930455244,-64.15,0.23993161046584704,1.5340596147868444,0.5476629476179282,0.016632960963403675
1,CMS-20230329-102753,0.0,9.0,70.5,0.0,20.5,4.443243915577584,-76.9,0.4162191453135955,2.3270258066801572,0.5271268493615888,0.08486378095438846
1,CMS-20230329-102753,13.700000000000001,0.0,29.0,46.0,11.0,4.341532923759498,-92.22500000000001,0.5750977915292562,1.5930557005393615,0.6498034123979621,0.1344382871386508
1,CMS-20230329-102753,56.900000000000006,1.0,3.5,26.0,12.5,2.650828445033863,-81.95,0.4740609125396301,1.8253686910882934,0.4623497710664047,0.05388757717210935
1,CMS-20230329-102753,0.0,35.0,25.0,0.0,40.0,8.086840044152297,-149.79999999999998,0.727723481192643,4.100069813004501,0.8627065016305373,0.10054987722486247
1,CMS-20230329-102753,64.0,9.5,0.0,0.0,26.5,5.427949793641197,-88.475,0.24040542899185194,3.9244354186238306,0.5376315654153789,0.08243704891347746
1,CMS-20230329-102753,49.300000000000004,5.0,22.5,19.0,4.5,3.9570728082761577,-124.32500000000002,0.6382029108270384,1.7522343270549008,0.8612576490672678,0.07388317678900853
1,CMS-20230329-102753,26.3,43.5,0.0,30.0,0.0,6.428772061464654,-120.82499999999999,0.6348002803016108,3.505423796073337,0.8867960764228011,0.23146031822227264
1,CMS-20230329-102753,67.4,4.0,21.0,0.0,7.5,5.474038444989481,-104.575,0.6548629218125277,2.8473805479856313,0.5904906846596943,0.10754127693767557
1,CMS-20230329-102753,0.0,52.5,47.5,0.0,0.0,4.913676743010544,-126.85,0.5314840341397795,2.9956050216774903,0.7462147961155922,0.099019405363168
1,CMS-20230329-102753,13.5,0.0,36.5,0.0,50.0,6.909116089787379,-146.64999999999998,0.8430442785376904,3.5041086363246317,0.8217455294909761,0.16001880226351822
1,CMS-20230329-102753,4.5,29.0,29.0,22.0,15.5,7.7948842072586295,-161.6,0.8831169410673766,3.7948642422062764,0.8970031595515047,0.23580476258691585
1,CMS-20230329-102753,2.1,22.5,2.5,35.5,37.0,3.2633383580043986,-106.775,0.49062428729977975,2.0759321100485058,0.7845005352298908,0.08047300555499112
1,CMS-20230329-102753,27.700000000000003,55.5,0.0,6.5,11.0,3.5283051043480658,-79.725,0.34134549650404133,2.55615336590143,0.47444638292356955,0.12990394377769798
1,CMS-20230329-102753,73.0,26.5,0.0,0.0,0.5,6.861479079523597,-114.09999999999998,0.5298098424666646,4.114560074913618,0.8473927452068698,0.0764758972780399
1,CMS-20230329-102753,36.1,0.0,18.5,44.5,1.0,10.48956949701186,-183.625,0.8394057534968729,5.949579752040117,0.9291976293603836,0.2502496199055272
1,CMS-20230329-102753,9.0,0.0,33.0,58.0,0.0,5.6661609134304,-130.95000000000002,0.8191234554103612,2.3929770952543508,0.696631721541106,0.13091430691536834
1,CMS-20230329-102753,0.0,55.5,27.5,0.0,17.0,6.107577447582967,-114.30000000000001,0.5967482537512904,2.948849826809232,0.8003586833615999,0.10454934901585314
1,CMS-20230329-102753,27.900000000000002,23.0,11.5,0.0,37.5,2.150719445021698,-69.725,0.2875114140535912,1.4049606451814838,0.5796677718618753,0.07013657215869967
1,CMS-20230329-102753,24.8,31.0,44.0,0.0,0.0,4.148245217966235,-118.65,0.6410815719887892,1.5084609687070842,0.8830575916885095,0.09599151355872036
1,CMS-20230329-102753,0.0,27.0,19.5,9.5,44.0,9.061932201272114,-133.125,0.8751305363494264,2.84546815024894,0.9085887820837282,0.23702657268526536
1,CMS-20230329-102753,0.0,44.0,0.0,0.0,56.0,2.4196824060732713,-122.25000000000001,0.5437874947854371,1.4630475342038318,0.8817289745213756,0.05248237141190193
1,CMS-20230329-102753,39.5,8.5,15.0,10.5,27.0,9.921599858434412,-158.675,0.7400835555453681,4.977079668478719,0.906603749385656,0.14815497431381205
1,CMS-20230329-102753,49.1,0.0,0.0,0.0,51.0,3.7060302615074185,-87.7,0.2978906151039424,1.9501237998137975,0.46913407024274806,0.05397284635949873
1,CMS-20230329-102753,10.100000000000001,65.0,0.0,0.0,24.5,7.224947043539908,-115.525,0.6604206171579994,2.7164801124783535,0.8082923685672728,0.1286815744314335
1,CMS-20230329-102753,0.0,9.0,0.0,48.0,43.0,5.235320797536849,-99.425,0.3535732665291666,2.5195128433723726,0.7000250896396645,0.11048971328275004
1,CMS-20230329-102753,57.300000000000004,25.0,16.5,1.5,0.0,11.895890872862159,-175.85000000000002,0.9168930739301653,6.028048343436321,0.8677873484616938,0.3011065072804373
1,CMS-20230329-102753,25.3,23.5,0.0,0.0,51.5,4.783188029432275,-109.42500000000001,0.5094617746360377,2.2730891473458845,0.6916952556035965,0.0923485917266237
1,CMS-20230329-102753,6.7,0.0,32.0,27.5,34.0,3.643407893097061,-97.85,0.29436082055532287,2.2212303171890113,0.7153178805587181,0.047602501476395984
1,CMS-20230329-102753,18.3,0.0,0.0,0.0,81.5,8.77807848092332,-149.775,0.9061919533734833,3.538563287573191,0.8940370119872032,0.2606814833661175
